"id","defor","biodiv","defor_enforce","biodiv_enforce","Agreement","Date.of.signature","Entry.into.Force","agree_dev","enviro_rta","enviro_enforce_rta","parties","ESP","NOR","CHE","ISL","LIE","SLV","CRI","HND","NIC","GTM","PYF","BLZ","HTI","LAO","KOR","IND","LKA","BGD","AUS","PNG","SYR","KIR","MHL","SLB","FJI","NZL","URY","PER","MEX","COL","VEN","ECU","CHL","CUB","ARG","ISR","USA","PAK","THA","TUR","IRN","VNM","BRN","PHL","SGP","MMR","MYS","IDN","CAN","EGY","LBY","DJI","MDG","RWA","ZMB","MUS","SWZ","FRO","MDV","BTN","NPL","PSE","AND","TUN","KGZ","KAZ","BLR","TJK","RUS","MDA","UKR","UZB","TKM","AZE","CMR","TCD","BEN","CIV","MAR","TZA","ZAF","MKD","ARM","GEO","JOR","JPN","LBN","BIH","CHN","MAC","HKG","AGO","LSO","PAN","CPV","DZA","BHR","QAT","OMN","IRQ","ALB","SRB","MNE","NIU","DOM","BRB","TWN","SMR","AFG","MNG","tropical_any","template","forest_total","forest_total_percent","land_total","max_biodiver","avg_biodiver","tropical_N","template_any","template_N","Africa_any","Africa_N","NAm_any","NAm_N","LatAm_any","LatAm_N","Eur_any","Eur_N","ESEAsia_any","ESEAsia_N","CAsia_any","CAsia_N","AusAsia_any","AusAsia_N","entry_sq","sig_sq"
109,0,0,0,0,"Turkey - Morocco","2004",2006,"Developing-Developing",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140219.89,0.115319047971512,1215930,0.572,0.5155,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,4024036,4016016
110,0,0,0,0,"Korea, Republic of - Singapore","2005",2006,"Developed-Developed",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57774.72,0.59481849068259,97130,0.423,0.423,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4024036,4020025
111,0,0,0,0,"Dominican Republic - Central America - USFTA (CAFTA - DR)","2004",2006,"Developed-Developing",0,0,6,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3453000.57,0.360698642757981,9573090,0.82,0.692166666666667,5,0,0,0,0,1,1,1,5,0,0,0,0,0,0,0,0,4024036,4016016
112,0,0,0,0,"Jordan - Singapore","2004",2005,"Developed-Developing",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.38,0.000431672477786526,88910,0.468,0.468,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4020025,4016016
113,1,1,0,0,"Japan - Malaysia","2005",2006,"Developed-Developing",1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,570633.36,0.823365356034918,693050,0.809,0.7235,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,4024036,4020025
114,1,1,1,1,"EU - Algeria","2002",2005,"Developed-Developing",1,1,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1749739.15,0.264319508073201,6619788.16,0.589,0.43928,0,1,28,1,1,0,0,0,0,1,26,0,0,0,0,0,0,4020025,4008004
115,0,0,0,0,"EFTA - Korea, Republic of","2005",2006,"Developed-Developed",0,0,5,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202421.3,0.336450323948953,601638,0.497,0.405666666666667,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,4024036,4020025
116,0,0,0,0,"US - Bahrain","2005",2006,"Developed-Developed",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3149648.49,0.34374939182309,9162630,0.677,0.677,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4024036,4020025
117,0,0,0,0,"EC (27) Enlargement","2005",2007,"Developed-Developed",0,0,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1732834.55,0.408875615514478,4238048.16,0.589,0.44475,0,1,28,0,0,0,0,0,0,1,26,0,0,0,0,0,0,4028049,4020025
119,0,0,0,0,"EFTA - Lebanon","2004",2007,"Developed-Developing",0,0,5,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145591.08,0.282477338341663,515408,0.569,0.454333333333333,0,0,0,0,0,0,0,0,0,1,2,0,0,1,1,0,0,4028049,4016016
120,0,0,0,0,"Turkey - Syria","2004",2007,"Developing-Developing",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130562,0.136942134024187,953410,0.572,0.5205,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,4028049,4016016
121,0,0,0,0,"EU - Albania","2006",2006,"Developed-Developing",0,0,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1741223.67,0.408215879008596,4265448.16,0.589,0.4482,0,1,28,0,0,0,0,0,0,1,27,0,0,0,0,0,0,4024036,4024036
122,0,0,0,0,"Panama - Singapore","2006",2006,"Developed-Developing",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,59421.34,0.792178909478736,75010,0.793,0.793,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4024036,4024036
123,0,0,0,0,"India - Singapore","2005",2005,"Developed-Developing",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,490910.5,0.165075188475584,2973860,0.732,0.732,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4020025,4020025
124,0,0,0,0,"Trans-Pacific Strategic Economic Partnership","2005",2006,"Developed-Developed",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,327506.37,0.323373016108106,1012782,0.777,0.622333333333333,2,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,4024036,4020025
125,0,0,0,0,"Chile - China","2005",2006,"Developed-Developing",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2096639.64,0.206195102550768,10168232,0.839,0.7045,2,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,4024036,4020025
126,0,0,0,0,"Southern African Customs Union (SACU)","2002",2004,"Developing-Developing",0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,276684.81,0.104382971097873,2650670,0.714,0.58425,4,1,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,4016016,4008004
127,0,0,0,0,"EFTA - Eqypt","2007",2007,"Developed-Developing",0,0,5,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,154166.73,0.102734808360233,1500628,0.497,0.373333333333333,1,1,1,1,1,0,0,0,0,1,2,0,0,0,0,0,0,4028049,4028049
128,0,0,0,0,"Central European FTA (CEFTA)","2006",2007,"Developing-Developing",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,67651.01,0.284463081322008,237820,0.532,0.5315,0,1,1,0,0,0,0,0,0,1,3,0,0,0,0,0,0,4028049,4024036
129,0,0,0,0,"Chile - Japan","2007",2007,"Developed-Developed",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,479169.76,0.432451192745336,1108032,0.638,0.604,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,4028049,4028049
130,0,0,0,0,"Egypt - Turkey","2005",2007,"Developing-Developing",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,138609.48,0.078528723910531,1765080,0.572,0.449,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,4028049,4020025
131,0,0,0,0,"Japan - Thailand","2007",2007,"Developed-Developing",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,491967.36,0.561997920926673,875390,0.67,0.654,1,1,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,4028049,4028049
132,0,0,0,0,"EU - Montenegro","2007",2008,"Developed-Developing",0,0,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1732834.55,0.40758210042363,4251498.16,0.589,0.44475,0,1,28,0,0,0,0,0,0,1,26,0,0,0,0,0,0,4032064,4028049
133,0,0,0,0,"Pakistan - China","2006",2007,"Developing-Developing",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1906541.87,0.186996901598536,10195580,0.839,0.667,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,4028049,4024036
134,0,0,0,0,"Pakistan - Malaysia","2007",2008,"Developing-Developing",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,314160.35,0.285748387800951,1099430,0.809,0.652,2,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,4032064,4028049
135,0,0,0,0,"Panama - Chile","2006",2008,"Developed-Developing",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,265818.6,0.325012471389166,817872,0.793,0.6815,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,4032064,4024036
136,0,0,0,0,"South Asian FTA (SAFTA)","2004",2006,"Developing-Developing",0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,659019.64,0.159940695078148,4120400,0.732,0.611666666666667,4,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,4024036,4016016
137,0,0,0,0,"Turkey - Albania","2006",2008,"Developing-Developing",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,137478.45,0.172488425780711,797030,0.572,0.5515,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,4032064,4024036
138,0,0,0,0,"Pakistan - Sri Lanka","2002",2005,"Developing-Developing",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,58711.12,0.0704316510514762,833590,0.656,0.5755,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,4020025,4008004
139,1,0,1,0,"Japan - Indonesia","2007",2008,"Developed-Developing",1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1923759.85,0.858047969263418,2242019,1,0.819,1,1,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,4032064,4028049
140,0,0,0,0,"India - Bhutan","2006",2006,"Developing-Developing",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,517702.23,0.171823414614718,3012990,0.732,0.6695,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,4024036,4024036
141,0,0,0,0,"Iceland - Faroe Islands","2005",2006,"Developed-Developed",0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4024036,4020025
142,0,0,0,0,"EU - Bosnia and Herzegovina","2008",2008,"Developed-Developing",0,0,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1761832.56,0.410755567008275,4289248.16,0.589,0.44824,0,1,28,0,0,0,0,0,0,1,27,0,0,0,0,0,0,4032064,4032064
143,1,1,1,0,"Brunei Darussalam - Japan","2007",2008,"Developed-Developed",1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,278112.31,0.752122427454904,369770,0.777,0.7075,1,1,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,4032064,4028049
145,0,0,0,0,"Ukraine - Belarus","1992",2006,"Developing-Developing",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228255.04,0.291812354416657,782198,0.415,0.3915,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,4024036,3968064
147,0,0,0,0,"Ukraine - Former Yugoslav Republic of Macedonia","2001",2001,"Developing-Developing",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131590.52,0.217584113231258,604780,0.415,0.415,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4004001,4004001
148,0,0,0,0,"Ukraine - Moldova","2003",2005,"Developing-Developing",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131590.52,0.214936412786044,612230,0.415,0.415,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4020025,4012009
149,0,0,0,0,"Ukraine - Tajikistan","2001",2002,"Developing-Developing",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133316.31,0.185339158360095,719310,0.456,0.4355,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,4008004,4004001
152,0,0,0,0,"Common Economic Zone (CEZ)","2003",2004,"Developing-Developing",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9125703.81,0.459426796879743,19863238,0.447,0.41625,0,0,0,0,0,0,0,0,0,1,3,0,0,1,1,0,0,4016016,4012009
